"id_kit","cod_programa","nom_programa","programa","cod_meta","nom_meta","meta","cod_subfin","nom_subfin","sub_finalidad","cod_producto","cod_actividad","cod_clasificador","nom_clasificador","clasificador","nivel","tipo_bien","tipo_calculo","cod_item_fam","nom_item_fam","item_fam"
669,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",19,"ATENCION DE LA GESTANTE CON COMPLICACIONES","19 ATENCION DE LA GESTANTE CON COMPLICACIONES",119,"RUPTURA PREMATURA DE MEMBRANAS Y OTRARELACIONADAS","3329413 RUPTURA PREMATURA DE MEMBRANAS Y OTRARELACIONADAS","3033294","5000044","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080085","CONTRATACION DE MEDICO GINECO-OBSTETRA","080100080085 CONTRATACION DE MEDICO GINECO-OBSTETRA"
670,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",64,"BRINDAR TRATAMIENTO A PERSONAS CON DIAGNOSTICO DE DIABETES MELLITUS","64 BRINDAR TRATAMIENTO A PERSONAS CON DIAGNOSTICO DE DIABETES MELLITUS",1438,"MANEJO DEL SOBREPESO Y OBESIDAD","5001706 MANEJO DEL SOBREPESO Y OBESIDAD","3000017","5000115","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",1,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
671,131,"CONTROL Y PREVENCION EN SALUD MENTAL","0131 CONTROL Y PREVENCION EN SALUD MENTAL",122,"TRATAMIENTO AMBULATORIO DEPERSONAS CON TRASTORNOS AFECTIVOS (DEPRESION Y CONDUCTA SUICIDA) Y DE ANSIEDAD","122 TRATAMIENTO AMBULATORIO DEPERSONAS CON TRASTORNOS AFECTIVOS (DEPRESION Y CONDUCTA SUICIDA) Y DE ANSIEDAD",1437,"TRATAMIENTO AMBULATORIO DE PERSONAS CON DEPRESIÓN","5005190 TRATAMIENTO AMBULATORIO DE PERSONAS CON DEPRESIÓN","3000700","5005190","2.3. 2  7.11 99","SERVICIOS DIVERSOS","2.3. 2  7.11 99 SERVICIOS DIVERSOS","I","S",2,"520500030012","INSTALACIÓN DE CORTINA DE AIRE (NO INCLUYE EL BIEN)","520500030012 INSTALACIÓN DE CORTINA DE AIRE (NO INCLUYE EL BIEN)"
672,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",76,"EXAMENES DE TAMIZAJE Y TRATAMIENTO DE PERSONAS AFECTADAS POR INTOXICACION DE METALES PESADOS","76 EXAMENES DE TAMIZAJE Y TRATAMIENTO DE PERSONAS AFECTADAS POR INTOXICACION DE METALES PESADOS",443,"ATENCIÓN DE SALUD A PERSONAS CON EXPOSICIÓN AGUDA NO COMPLICADA A CADMIO","4399722 ATENCIÓN DE SALUD A PERSONAS CON EXPOSICIÓN AGUDA NO COMPLICADA A CADMIO","3043997","5000103","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",1,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
673,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",59,"BRINDAR TRATAMIENTO A PACIENTES CON DIAGNOSTICO DE CATARATAS","59 BRINDAR TRATAMIENTO A PACIENTES CON DIAGNOSTICO DE CATARATAS",353,"TRATAMIENTO Y CONTROL ESPECIALIZADO DE COMPLICACIONES POST QUIRURGICAS EN VITREO","5001201 TRATAMIENTO Y CONTROL ESPECIALIZADO DE COMPLICACIONES POST QUIRURGICAS EN VITREO","3000012","5000110","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080001","CONTRATACION DE PROFESIONAL EN ENFERMERIA ","080100080001 CONTRATACION DE PROFESIONAL EN ENFERMERIA "
674,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",55,"DIAGNOSTICO Y TRATAMIENTO DE CASOS DE ENFERMEDADES ZOONOTICAS","55 DIAGNOSTICO Y TRATAMIENTO DE CASOS DE ENFERMEDADES ZOONOTICAS",288,"TRATAMIENTO DE PERSONAS CON DIAGNOSTICO DE ACCIDENTE POR ARACNIDOS","4398404 TRATAMIENTO DE PERSONAS CON DIAGNOSTICO DE ACCIDENTE POR ARACNIDOS","3043984","5000094","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080001","CONTRATACION DE PROFESIONAL EN ENFERMERIA ","080100080001 CONTRATACION DE PROFESIONAL EN ENFERMERIA "
675,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",44,"BRINDAR ATENCION INTEGRAL A PERSONAS CON DIAGNOSTICO DE VIH QUE ACUDEN A LOS SERVICIOS","44 BRINDAR ATENCION INTEGRAL A PERSONAS CON DIAGNOSTICO DE VIH QUE ACUDEN A LOS SERVICIOS",222,"ADULTOS Y JÓVENES CON DIAGNÓSTICO DE VIH QUE RECIBEN ATENCIÓN INTEGRAL","4396902 ADULTOS Y JÓVENES CON DIAGNÓSTICO DE VIH QUE RECIBEN ATENCIÓN INTEGRAL","3043969","5000079","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080001","CONTRATACION DE PROFESIONAL EN ENFERMERIA ","080100080001 CONTRATACION DE PROFESIONAL EN ENFERMERIA "
676,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",33,"DIAGNOSTICO DE CASOS DE TUBERCULOSIS","33 DIAGNOSTICO DE CASOS DE TUBERCULOSIS",210,"DIAGNOSTICO DE TUBERCULOSIS EXTRA PULMONAR","4396402 DIAGNOSTICO DE TUBERCULOSIS EXTRA PULMONAR","3000614","5004438","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080001","CONTRATACION DE PROFESIONAL EN ENFERMERIA ","080100080001 CONTRATACION DE PROFESIONAL EN ENFERMERIA "
677,1001,"PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO","1001 PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO",138,"ATENCION IRA","138 ATENCION IRA",1821,"FARINGOAMIGDALITIS AGUDA ","3331102 FARINGOAMIGDALITIS AGUDA ","3000876","5000027","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080001","CONTRATACION DE PROFESIONAL EN ENFERMERIA ","080100080001 CONTRATACION DE PROFESIONAL EN ENFERMERIA "
678,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",47,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS","47 MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS",1331,"EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","4397505 EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","3000001","5000085","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100020004","CONTRATACION DE PROFESIONAL EN ESTADISTICA","080100020004 CONTRATACION DE PROFESIONAL EN ESTADISTICA"
679,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",33,"DIAGNOSTICO DE CASOS DE TUBERCULOSIS","33 DIAGNOSTICO DE CASOS DE TUBERCULOSIS",210,"DIAGNOSTICO DE TUBERCULOSIS EXTRA PULMONAR","4396402 DIAGNOSTICO DE TUBERCULOSIS EXTRA PULMONAR","3000614","5004438","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100020004","CONTRATACION DE PROFESIONAL EN ESTADISTICA","080100020004 CONTRATACION DE PROFESIONAL EN ESTADISTICA"
680,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",33,"DIAGNOSTICO DE CASOS DE TUBERCULOSIS","33 DIAGNOSTICO DE CASOS DE TUBERCULOSIS",209,"DIAGNOSTICO DE TUBERCULOSIS PULMONAR","4396401 DIAGNOSTICO DE TUBERCULOSIS PULMONAR","3000614","5004438","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100020004","CONTRATACION DE PROFESIONAL EN ESTADISTICA","080100020004 CONTRATACION DE PROFESIONAL EN ESTADISTICA"
681,131,"CONTROL Y PREVENCION EN SALUD MENTAL","0131 CONTROL Y PREVENCION EN SALUD MENTAL",133,"CAPACITACION A ACTORES SOCIALES QUE PROMUEVEN LA CONVIVENCIA SALUDABLE","133 CAPACITACION A ACTORES SOCIALES QUE PROMUEVEN LA CONVIVENCIA SALUDABLE",1072,"LIDERES ADOLESCENTES PROMUEVEN LA SALUD MENTAL EN SU COMUNIDAD","0070604 LIDERES ADOLESCENTES PROMUEVEN LA SALUD MENTAL EN SU COMUNIDAD","3000706","5006071","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080029","CONTRATACION DE PROFESIONAL EN PSICOLOGIA","080100080029 CONTRATACION DE PROFESIONAL EN PSICOLOGIA"
682,131,"CONTROL Y PREVENCION EN SALUD MENTAL","0131 CONTROL Y PREVENCION EN SALUD MENTAL",125,"TRATAMIENTO CON INTERNAMIENTO DE PERSONAS CON SINDROME O TRASTORNO PSICOTICO","125 TRATAMIENTO CON INTERNAMIENTO DE PERSONAS CON SINDROME O TRASTORNO PSICOTICO",805,"TRATAMIENTO CON INTERNAMIENTO DE PERSONAS CON SÍNDROME O TRASTORNO PSICÓTICO EN HOSPITALES","5005196 TRATAMIENTO CON INTERNAMIENTO DE PERSONAS CON SÍNDROME O TRASTORNO PSICÓTICO EN HOSPITALES","3000702","5005196","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080029","CONTRATACION DE PROFESIONAL EN PSICOLOGIA","080100080029 CONTRATACION DE PROFESIONAL EN PSICOLOGIA"
683,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",58,"EVALUACION DE TAMIZAJE Y DIAGNOSTICO DE PACIENTES CON CATARATAS","58 EVALUACION DE TAMIZAJE Y DIAGNOSTICO DE PACIENTES CON CATARATAS",349,"EVALUACIÓN Y DESPISTAJE DE CATARATA","5001102 EVALUACIÓN Y DESPISTAJE DE CATARATA","3000011","5000109","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",2,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
684,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",44,"BRINDAR ATENCION INTEGRAL A PERSONAS CON DIAGNOSTICO DE VIH QUE ACUDEN A LOS SERVICIOS","44 BRINDAR ATENCION INTEGRAL A PERSONAS CON DIAGNOSTICO DE VIH QUE ACUDEN A LOS SERVICIOS",222,"ADULTOS Y JÓVENES CON DIAGNÓSTICO DE VIH QUE RECIBEN ATENCIÓN INTEGRAL","4396902 ADULTOS Y JÓVENES CON DIAGNÓSTICO DE VIH QUE RECIBEN ATENCIÓN INTEGRAL","3043969","5000079","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",1,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
685,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",55,"DIAGNOSTICO Y TRATAMIENTO DE CASOS DE ENFERMEDADES ZOONOTICAS","55 DIAGNOSTICO Y TRATAMIENTO DE CASOS DE ENFERMEDADES ZOONOTICAS",311,"DIAGNOSTICO CONFIRMATORIO DE CISTICERCOSIS","4398427 DIAGNOSTICO CONFIRMATORIO DE CISTICERCOSIS","3043984","5000094","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",1,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
686,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",46,"BRINDAR TRATAMIENTO PARA TUBERCULOSIS A PERSONAS CON COMORBILIDAD","46 BRINDAR TRATAMIENTO PARA TUBERCULOSIS A PERSONAS CON COMORBILIDAD",234,"ATENCION DE TB E INSUFICIENCIA RENAL","4397403 ATENCION DE TB E INSUFICIENCIA RENAL","3043974","5000084","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",1,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
687,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",56,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRASMISIBLES","56 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRASMISIBLES",392,"EVALUACION DEL PROGRAMA DE NO TRASMISIBLES","4398503 EVALUACION DEL PROGRAMA DE NO TRASMISIBLES","3000001","5004452","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",1,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
688,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",52,"VIVIENDAS PROTEGIDAS DE LOS PRINCIPALES CONDICIONANTES DEL RIESGO EN LAS AREAS DE ALTO Y MUY ALTO RIESGO DE ENFERMEDADES METAXENICAS Y ZOONOSIS","52 VIVIENDAS PROTEGIDAS DE LOS PRINCIPALES CONDICIONANTES DEL RIESGO EN LAS AREAS DE ALTO Y MUY ALTO RIESGO DE ENFERMEDADES METAXENICAS Y ZOONOSIS",251,"VIVIENDAS DE AREAS DE ALTO Y MUY ALTO RIESGO DE TRANSMISION DE MALARIA PROTEGIDAS CON PLAGUICIDAS","4398103 VIVIENDAS DE AREAS DE ALTO Y MUY ALTO RIESGO DE TRANSMISION DE MALARIA PROTEGIDAS CON PLAGUICIDAS","3043981","5000091","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",1,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
689,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",47,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS","47 MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS",1331,"EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","4397505 EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","3000001","5000085","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",1,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
690,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",75,"CAPACITACION A ACTORES SOCIALES PARA LA PROMOCION DE PRACTICAS Y ENTORNOS SALUDABLES PARA PREVENIR FACTORES DE RIESGO DE ENFERMEDADES NO TRANSMISIBLES","75 CAPACITACION A ACTORES SOCIALES PARA LA PROMOCION DE PRACTICAS Y ENTORNOS SALUDABLES PARA PREVENIR FACTORES DE RIESGO DE ENFERMEDADES NO TRANSMISIBLES",1089," LIDERES COMUNITARIOS CAPACITADOS REALIZAN VIGILANCIA CIUDADANA PARA LA REDUCCIÓN DE LA CONTAMINACIÓN POR METALES PESADOS, SUSTANCIAS QUÍMICAS E HIDROCARBUROS","4398804  LIDERES COMUNITARIOS CAPACITADOS REALIZAN VIGILANCIA CIUDADANA PARA LA REDUCCIÓN DE LA CONTAMINACIÓN POR METALES PESADOS, SUSTANCIAS QUÍMICAS E HIDROCARBUROS","3043988","5005996","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",1,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
691,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",27,"PROMOCION DE PRACTICAS SALUDABLES PARA EL CUIDADO DE LA SALUD SEXUAL Y REPRODUCTIVA EN FAMILIAS","27 PROMOCION DE PRACTICAS SALUDABLES PARA EL CUIDADO DE LA SALUD SEXUAL Y REPRODUCTIVA EN FAMILIAS",1086," FAMILIAS  DE ADOLESCENTES QUE RECIBEN SESIONES EDUCATIVAS Y DEMOSTRATIVA PARA PROMOVER PRÁCTICAS SALUDABLES EN SALUD SEXUAL INTEGRAL","3341203  FAMILIAS  DE ADOLESCENTES QUE RECIBEN SESIONES EDUCATIVAS Y DEMOSTRATIVA PARA PROMOVER PRÁCTICAS SALUDABLES EN SALUD SEXUAL INTEGRAL","3033412","5005984","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",2,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
692,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",17,"POBLACION ACCEDE A METODOS DE PLANIFICACION FAMILIAR","17 POBLACION ACCEDE A METODOS DE PLANIFICACION FAMILIAR",109,"CONDON FEMENINO","3329114 CONDON FEMENINO","3033291","5000042","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",1,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
693,1001,"PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO","1001 PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO",138,"ATENCION IRA","138 ATENCION IRA",1821,"FARINGOAMIGDALITIS AGUDA ","3331102 FARINGOAMIGDALITIS AGUDA ","3000876","5000027","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",1,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
694,1001,"PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO","1001 PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO",142,"NIÑOS CON VACUNA COMPLETA","142 NIÑOS CON VACUNA COMPLETA",1839,"VACUNACION NIÑO = 3 AÑOS","3325406 VACUNACION NIÑO = 3 AÑOS","3033254","5000017","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",1,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
695,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",21,"ATENCION DEL PARTO COMPLICADO NO QUIRURGICO","21 ATENCION DEL PARTO COMPLICADO NO QUIRURGICO",126,"HEMORRAGIAS INTRAPARTO Y POSTPARTO","3329602 HEMORRAGIAS INTRAPARTO Y POSTPARTO","3033296","5000046","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",1,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
696,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",19,"ATENCION DE LA GESTANTE CON COMPLICACIONES","19 ATENCION DE LA GESTANTE CON COMPLICACIONES",117,"HIPEREMESIS GRAVIDICA","3329408 HIPEREMESIS GRAVIDICA","3033294","5000044","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",2,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
697,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",27,"PROMOCION DE PRACTICAS SALUDABLES PARA EL CUIDADO DE LA SALUD SEXUAL Y REPRODUCTIVA EN FAMILIAS","27 PROMOCION DE PRACTICAS SALUDABLES PARA EL CUIDADO DE LA SALUD SEXUAL Y REPRODUCTIVA EN FAMILIAS",1084,"AGENTES COMUNITARIOS DE SALUD CAPACITADOS REALIZAN ORIENTACIÓN A FAMILIAS DE GESTANTES Y PUERPERAS EN PRÁCTICAS SALUDABLES EN SALUD SEXUAL Y REPRODUCTIVA","3341202 AGENTES COMUNITARIOS DE SALUD CAPACITADOS REALIZAN ORIENTACIÓN A FAMILIAS DE GESTANTES Y PUERPERAS EN PRÁCTICAS SALUDABLES EN SALUD SEXUAL Y REPRODUCTIVA","3033412","5005984","2.3. 2  8. 1  2","CONTRIBUCIONES A ESSALUD DE C.A.S.","2.3. 2  8. 1  2 CONTRIBUCIONES A ESSALUD DE C.A.S.","I","S",2,"880500040001","CONTRIBUCIONES A ESSALUD DE CAS","880500040001 CONTRIBUCIONES A ESSALUD DE CAS"
698,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",21,"ATENCION DEL PARTO COMPLICADO NO QUIRURGICO","21 ATENCION DEL PARTO COMPLICADO NO QUIRURGICO",126,"HEMORRAGIAS INTRAPARTO Y POSTPARTO","3329602 HEMORRAGIAS INTRAPARTO Y POSTPARTO","3033296","5000046","2.3. 2  8. 1  4","AGUINALDOS DE C.A.S.","2.3. 2  8. 1  4 AGUINALDOS DE C.A.S.","I","S",1,"080600010001","AGUINALDOS DE C.A.S.","080600010001 AGUINALDOS DE C.A.S."
699,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",26,"ATENCION DEL RECIEN NACIDO CON COMPLICACIONES","26 ATENCION DEL RECIEN NACIDO CON COMPLICACIONES",155,"ONFALITIS","3330609 ONFALITIS","3033306","5000054","2.3. 2  8. 1  4","AGUINALDOS DE C.A.S.","2.3. 2  8. 1  4 AGUINALDOS DE C.A.S.","I","S",1,"080600010001","AGUINALDOS DE C.A.S.","080600010001 AGUINALDOS DE C.A.S."
700,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",19,"ATENCION DE LA GESTANTE CON COMPLICACIONES","19 ATENCION DE LA GESTANTE CON COMPLICACIONES",119,"RUPTURA PREMATURA DE MEMBRANAS Y OTRARELACIONADAS","3329413 RUPTURA PREMATURA DE MEMBRANAS Y OTRARELACIONADAS","3033294","5000044","2.3. 2  8. 1  4","AGUINALDOS DE C.A.S.","2.3. 2  8. 1  4 AGUINALDOS DE C.A.S.","I","S",1,"080600010001","AGUINALDOS DE C.A.S.","080600010001 AGUINALDOS DE C.A.S."
701,1001,"PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO","1001 PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO",142,"NIÑOS CON VACUNA COMPLETA","142 NIÑOS CON VACUNA COMPLETA",1839,"VACUNACION NIÑO = 3 AÑOS","3325406 VACUNACION NIÑO = 3 AÑOS","3033254","5000017","2.3. 2  8. 1  4","AGUINALDOS DE C.A.S.","2.3. 2  8. 1  4 AGUINALDOS DE C.A.S.","I","S",1,"080600010001","AGUINALDOS DE C.A.S.","080600010001 AGUINALDOS DE C.A.S."
702,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",26,"ATENCION DEL RECIEN NACIDO CON COMPLICACIONES","26 ATENCION DEL RECIEN NACIDO CON COMPLICACIONES",161,"INCOMPATIBILIDAD RH/ABO EN EL RECIEN NACIDO","3330615 INCOMPATIBILIDAD RH/ABO EN EL RECIEN NACIDO","3033306","5000054","2.3. 2  8. 1  4","AGUINALDOS DE C.A.S.","2.3. 2  8. 1  4 AGUINALDOS DE C.A.S.","I","S",1,"080600010001","AGUINALDOS DE C.A.S.","080600010001 AGUINALDOS DE C.A.S."
703,1001,"PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO","1001 PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO",143,"NIÑOS CON CRED COMPLETO SEGUN EDAD","143 NIÑOS CON CRED COMPLETO SEGUN EDAD",1845,"NIÑOS MENORES DE 36 MESES CON TEST DE GRAHAM Y EXAMEN SERIADO","3325511 NIÑOS MENORES DE 36 MESES CON TEST DE GRAHAM Y EXAMEN SERIADO","3033255","5000018","2.3. 2  8. 1  4","AGUINALDOS DE C.A.S.","2.3. 2  8. 1  4 AGUINALDOS DE C.A.S.","I","S",1,"080600010001","AGUINALDOS DE C.A.S.","080600010001 AGUINALDOS DE C.A.S."
